H.集計対象営業年月日,H.伝票番号,C.客層,D.オーダーキャンセル日時,D.オーダー日時,D.オーダー番号,D.価格,D.価格_増加率,D.価格_平準化,D.商品ID,D.商品カテゴリ1,D.商品カテゴリ2,D.商品名,D.帳票集計対象商品,D.数量,D.数量_増加率,D.数量_平準化,D.配膳済日時,H.テーブル番号ID,H.テーブル番号名,H.伝票処理日,H.伝票発行日,H.伝票税額,H.伝票金額,H.伝票金額_増加率,H.伝票金額_平準化,H.値引金額,H.客数（合計）,H.客数（女）,H.客数（男）,H.店舗ID,H.店舗名,H.支払金額（クレジットカード）,H.支払金額（現金）,H.曜日,H.総商品数,H.集計営業年,H.集計営業日,H.集計営業月,○日連休,サービス料金掛け率,営業締め時間,営業開始時間,天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),客単価/滞在時間,客構成,席数,平均気温(℃),平均湿度(％),平均風速(m/s),店舗名,曜日,最低気温(℃),最高気温(℃),注文時間,滞在時間,特別連休,特別連休名,特別連休名（隣接含）,特別連休＆隣接休日,男性比率,祝祭日,祝祭日名,翌日が休日,連休○日目,週末,都道府県,降水量の合計(mm),雨フラグ,〆,とり刺身,コース,スタンダード２,ドリンク,ビール,プレミアム１,リキュール,ワイン,一品料理,付き出し,単品 ウィスキー,単品 サワー,単品 スピリッツ,単品 ソフトドリンク,単品 リキュール,単品 果実酒,囲炉裏焼き,大和の和え野菜,大和の地酒,山口の地酒,山賊の〆,山賊の揚げ物,山賊の甘味,山賊の肴,山賊の逸品,日本酒,溶岩焼き,甘,米焼酎グラス,紫蘇焼酎グラス,芋焼酎グラス,飲み放題メニュー,飲み放題一覧,馬刺し,鮮魚,麦焼酎グラス
2018-06-07,No:201900300001116,登録なし, ,2018-06-07 22:24:00,1,280,1.083591921171539,280.0,00000000297,ドリンク,ビール,こん刺し,Yes,1,1.0903277378097522,1.0, ,000000020,掘りごたつ8,2018-06-07 23:55:00,2018-06-07 22:24:00,960,13080,0.7688413986773539,13080.0,0,6,1,5,003,大和乃山賊,0,13080,木,27,2018,7,6,0,0.0,2400,1700,曇一時雨,曇,3.0,"男 : 5人, 女 : 1人",54,22.5,84,1.6,大和乃山賊,木,18.8,28.1,0 days 00:00:00.000000000,91,0,,,0,0.83,0,,0,0,0,奈良県,6.0,1,0,0,0,0,0,6,0,0,0,0,6,1,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0
2018-06-08,No:201900300001117,登録なし, ,2018-06-08 18:06:00,1,500,1.114797611147976,448.5,00000003688,フード,コース,プレミアム飲み変更,Yes,1,1.4500745156482864,0.6, ,000000013,掘りごたつ1,2018-06-08 20:01:00,2018-06-08 18:06:00,5772,78000,1.584706278464019,30276.8,0,15,0,15,003,大和乃山賊,0,78000,金,21,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,3.0,"男 : 15人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,115,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2018-06-08,No:201900300001118,登録なし, ,2018-06-08 18:24:00,1,380,1.083591921171539,199.4,00000000633,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.0903277378097522,0.4, ,000000017,掘りごたつ5,2018-06-08 21:17:00,2018-06-08 18:24:00,4453,60303,0.7688413986773539,20663.7,0,10,0,10,003,大和乃山賊,0,60303,金,35,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,1.0,"男 : 10人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,173,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,0,2,3,0,0,0,0,0,1,0,0,0,0,0
2018-06-08,No:201900300001119,登録なし, ,2018-06-08 18:25:00,1,380,1.7855245242990405,166.9,00000000297,ドリンク,ビール,まぜまぜ海鮮ユッケ,Yes,1,1.76464148877942,0.4, ,000000010,テーブル1,2018-06-08 19:27:00,2018-06-08 18:25:00,339,4619,1.7061461338162538,1999.8,0,2,1,1,003,大和乃山賊,0,4619,金,8,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,2.0,"男 : 1人, 女 : 1人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,62,0,,,0,0.5,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-06-08,No:201900300001120,登録なし, ,2018-06-08 18:34:00,1,380,1.069828722002635,166.9,00000000297,ドリンク,〆,お茶漬け,No,1,1.069828722002635,0.4, ,000000021,掘りごたつ9,2018-06-08 19:33:00,2018-06-08 18:34:00,494,6734,1.165046396079588,2787.7,0,2,1,1,003,大和乃山賊,0,6734,金,12,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,2.0,"男 : 1人, 女 : 1人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,59,0,,,0,0.5,0,,1,0,0,奈良県,4.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,No:201900300001121,登録なし, ,2018-06-08 18:44:00,3,380,1.3715664866107344,207.1,00000000652,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.309090909090909,0.5, ,000000009,カウンター9,2018-06-08 19:39:00,2018-06-08 18:44:00,297,4077,1.4345369255413987,1765.1,1620,2,1,1,003,大和乃山賊,0,4077,金,11,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,3.0,"男 : 1人, 女 : 1人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,55,0,,,0,0.5,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0
2018-06-08,No:201900300001122,登録なし, ,2018-06-08 18:59:00,1,380,1.5289348533868456,166.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,Yes,1,1.5680473372781065,0.4, ,000000004,カウンター4,2018-06-08 22:55:00,2018-06-08 18:59:00,1086,14746,1.4642526021207831,5052.9,0,2,1,1,003,大和乃山賊,0,14746,金,18,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,0.0,"男 : 1人, 女 : 1人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,236,0,,,0,0.5,0,,1,0,0,奈良県,4.0,0,0,1,0,0,2,3,0,0,0,2,3,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2018-06-08,No:201900300001123,登録なし, ,2018-06-08 19:36:00,1,280,1.5109763651838457,146.9,00000000297,ドリンク,ビール,こん刺し,No,1,1.4721485411140585,0.4, ,000000010,テーブル1,2018-06-08 22:22:00,2018-06-08 19:36:00,759,10319,1.5378887898690343,4271.8,0,2,0,2,003,大和乃山賊,0,10319,金,17,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,0.0,"男 : 2人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,166,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,3,0,2,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2018-06-08,No:201900300001124,登録なし, ,2018-06-08 19:57:00,1,280,1.0999999999999999,146.9,00000000297,ドリンク,ビール,あらごし梅酒,Yes,1,1.1,0.4, ,000000009,カウンター9,2018-06-08 21:31:00,2018-06-08 19:57:00,446,6086,1.0579813698033187,1997.4,0,2,1,1,003,大和乃山賊,0,6086,金,11,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,1.0,"男 : 1人, 女 : 1人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,94,0,,,0,0.5,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2018-06-08,No:201900300001125,登録なし, ,2018-06-08 20:18:00,1,380,1.083591921171539,166.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,No,1,1.0903277378097522,0.4, ,000000012,テーブル3,2018-06-08 23:17:00,2018-06-08 20:18:00,1801,24481,0.7688413986773539,10598.8,0,5,0,5,003,大和乃山賊,0,24481,金,39,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,0.0,"男 : 5人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,179,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,1,0,0,0,14,0,0,0,0,5,3,0,0,0,0,0,0,2,2,0,0,0,0,2,3,0,2,0,0,0,2,0,0,0,1,2
2018-06-08,No:201900300001126,登録なし, ,2018-06-08 20:19:00,1,4000,2.6969389819826146,1483.2,00000000945,フード,一品料理,選択コース,Yes,1,2.2334752019456268,0.4, ,000000020,掘りごたつ8,2018-06-08 22:49:00,2018-06-08 20:19:00,3256,44000,2.918306561920062,15077.2,0,11,0,11,003,大和乃山賊,44000,0,金,11,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,9.0,"男 : 11人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,150,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,No:201900300001127,登録なし, ,2018-06-08 20:23:00,1,280,1.5289348533868456,146.9,00000000297,ドリンク,ビール,こだわりの出汁巻き,No,1,1.5680473372781065,0.4, ,000000014,掘りごたつ2,2018-06-08 21:54:00,2018-06-08 20:23:00,1457,19827,1.7061461338162538,7727.8,0,8,0,8,003,大和乃山賊,0,19827,金,34,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,1.0,"男 : 8人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,91,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,4,0,0,0,0,8,2,1,0,0,0,0,0,0,6,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,No:201900300001128,登録なし, ,2018-06-08 21:05:00,1,380,1.083591921171539,166.9,00000000297,ドリンク,付き出し,付き出し,Yes,1,1.0903277378097522,0.4, ,000000001,カウンター1,2018-06-08 21:51:00,2018-06-08 21:05:00,200,2720,0.7688413986773539,1211.4,0,1,1,0,003,大和乃山賊,0,2720,金,4,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,3.0,"男 : 0人, 女 : 1人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,46,0,,,0,0.0,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2018-06-08,No:201900300001129,登録なし, ,2018-06-08 21:34:00,1,280,1.7855245242990405,146.9,00000000297,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.76464148877942,0.4, ,000000016,掘りごたつ4,2018-06-08 22:51:00,2018-06-08 21:34:00,497,6767,1.7061461338162538,2220.9,0,4,0,4,003,大和乃山賊,6767,0,金,14,2018,8,6,0,0.0,2400,1700,曇時々雨、雷を伴う,曇時々雨,1.0,"男 : 4人, 女 : 0人",54,22.9,89,1.3,大和乃山賊,金,20.9,24.6,0 days 00:00:00.000000000,77,0,,,0,1.0,0,,1,0,0,奈良県,4.0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001130,登録なし, ,2018-06-09 17:18:00,1,380,1.7929044194288095,166.9,00000000297,ドリンク,ドリンク,スタンダード,Yes,1,1.8583554376657823,0.4, ,000000019,掘りごたつ7,2018-06-09 19:57:00,2018-06-09 17:18:00,642,8702,1.4642526021207831,3602.4,0,2,2,0,003,大和乃山賊,0,8702,土,9,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 0人, 女 : 2人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,159,0,,,0,0.0,0,,1,1,1,奈良県,8.0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-06-09,No:201900300001131,登録なし, ,2018-06-09 17:48:00,1,380,1.5289348533868456,140.9,00000000297,ドリンク,ビール,こぼれフライドポテト,No,1,1.5680473372781065,0.4, ,000000010,テーブル1,2018-06-09 18:44:00,2018-06-09 17:48:00,566,7706,1.7061461338162538,2640.6,0,2,1,1,003,大和乃山賊,0,7706,土,12,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,2.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,56,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001132,登録なし, ,2018-06-09 17:50:00,1,380,1.083591921171539,166.9,00000000297,ドリンク,ビール,まぐろのお造り,Yes,1,1.0903277378097522,0.4, ,000000009,カウンター9,2018-06-09 19:44:00,2018-06-09 17:50:00,615,8365,0.7688413986773539,3462.9,0,2,1,1,003,大和乃山賊,0,8365,土,13,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,114,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
2018-06-09,No:201900300001133,登録なし, ,2018-06-09 18:02:00,1,380,1.5289348533868456,166.9,00000000297,ドリンク,ビール,丸那須と獅子唐の肉味噌炒め,Yes,1,1.5680473372781065,0.4, ,000000021,掘りごたつ9,2018-06-09 18:49:00,2018-06-09 18:02:00,457,6217,1.7061461338162538,2130.3,0,2,1,1,003,大和乃山賊,0,6217,土,9,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,3.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,47,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001134,登録なし, ,2018-06-09 18:17:00,1,280,1.318867924528302,146.9,00000000297,ドリンク,付き出し,こだわりの出汁巻き,Yes,1,1.5698169433801616,0.4, ,000000016,掘りごたつ4,2018-06-09 21:27:00,2018-06-09 18:17:00,477,6507,1.1672651814000365,2817.1,0,2,1,1,003,大和乃山賊,6507,0,土,13,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,0.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,190,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,3,0
2018-06-09,No:201900300001135,登録なし, ,2018-06-09 18:37:00,1,380,1.3715664866107344,166.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,No,1,1.309090909090909,0.4, ,000000012,テーブル3,2018-06-09 23:35:00,2018-06-09 18:37:00,2414,32804,1.4345369255413987,10156.2,0,6,5,1,003,大和乃山賊,0,32804,土,50,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,0.0,"男 : 1人, 女 : 5人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,298,0,,,0,0.17,0,,1,1,1,奈良県,8.0,1,0,1,0,0,0,7,0,0,0,0,6,6,0,0,5,0,0,7,1,6,2,0,2,2,1,1,0,0,3,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001136,登録なし, ,2018-06-09 18:51:00,1,380,1.3715664866107344,166.9,00000000297,ドリンク,ビール,こぼれフライドポテト,No,1,1.309090909090909,0.4, ,000000017,掘りごたつ5,2018-06-09 20:42:00,2018-06-09 18:51:00,1832,24942,1.4345369255413987,8186.0,0,8,0,8,003,大和乃山賊,0,24942,土,44,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 8人, 女 : 0人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,111,0,,,0,1.0,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,8,0,0,0,0,7,0,0,0,5,0,1,1,2,0,0,2,6,5,0,4,0,0,1,0,0,0,0,0,0,2,0
2018-06-09,No:201900300001137,登録なし, ,2018-06-09 18:57:00,1,380,1.5289348533868456,166.9,00000000297,ドリンク,ビール,あらごしみかん酒,No,1,1.5680473372781065,0.4, ,000000013,掘りごたつ1,2018-06-09 21:07:00,2018-06-09 18:57:00,3917,53327,1.591225668485625,17502.1,0,14,0,14,003,大和乃山賊,0,53327,土,91,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 14人, 女 : 0人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,130,0,,,0,1.0,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,15,0,0,0,0,14,7,10,0,6,0,2,3,3,9,0,0,4,0,5,9,0,0,0,0,0,0,0,0,0,4,0
2018-06-09,No:201900300001138,登録なし, ,2018-06-09 18:57:00,1,380,1.7855245242990405,166.9,00000000297,ドリンク,ビール,アサヒ　中瓶,Yes,1,1.76464148877942,0.4, ,000000010,テーブル1,2018-06-09 20:25:00,2018-06-09 18:57:00,457,6207,1.7061461338162538,2569.5,0,2,1,1,003,大和乃山賊,0,6207,土,9,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,88,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2018-06-09,No:201900300001139,登録なし, ,2018-06-09 19:22:00,1,380,1.083591921171539,166.9,00000000297,ドリンク,付き出し,こだわりの出汁巻き,Yes,1,1.0903277378097522,0.4, ,000000006,カウンター6,2018-06-09 20:28:00,2018-06-09 19:22:00,412,5612,0.7688413986773539,2323.2,0,2,1,1,003,大和乃山賊,0,5612,土,10,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,2.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,66,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1
2018-06-09,No:201900300001140,登録なし, ,2018-06-09 19:37:00,1,4000,2.6969389819826146,1483.2,00000000945,フード,一品料理,選択コース,Yes,1,2.2334752019456268,0.4, ,000000020,掘りごたつ8,2018-06-09 22:01:00,2018-06-09 19:37:00,1480,20000,2.918306561920062,6853.3,0,5,0,5,003,大和乃山賊,0,20000,土,5,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,10.0,"男 : 5人, 女 : 0人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,144,0,,,0,1.0,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001141,登録なし, ,2018-06-09 20:12:00,1,380,1.5752452678391846,166.9,00000000297,ドリンク,付き出し,こだわりの出汁巻き,Yes,1,1.5698169433801616,0.4, ,000000004,カウンター4,2018-06-09 20:53:00,2018-06-09 20:12:00,237,3227,1.591225668485625,1059.1,0,2,1,1,003,大和乃山賊,3227,0,土,6,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,4.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,41,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001142,登録なし, ,2018-06-09 20:22:00,1,380,1.4286917462099946,166.9,00000000297,ドリンク,ビール,ゆずサワー,Yes,1,1.467741935483871,0.4, ,000000009,カウンター9,2018-06-09 23:40:00,2018-06-09 20:22:00,722,9812,1.7061461338162538,3824.4,0,2,1,1,003,大和乃山賊,0,9812,土,14,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,0.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,198,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,4,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2018-06-09,No:201900300001143,登録なし, ,2018-06-09 20:27:00,1,280,1.0999999999999999,146.9,00000000297,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.1,0.4, ,000000001,カウンター1,2018-06-09 21:10:00,2018-06-09 20:27:00,294,4014,1.0579813698033187,1661.7,0,2,1,1,003,大和乃山賊,0,4014,土,8,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,3.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,43,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001144,登録なし, ,2018-06-09 20:30:00,1,280,1.318867924528302,146.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,Yes,1,1.4721485411140585,0.4, ,000000021,掘りごたつ9,2018-06-09 22:43:00,2018-06-09 20:30:00,924,12584,1.1672651814000365,4130.1,0,3,1,2,003,大和乃山賊,0,12584,土,20,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 2人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,133,0,,,0,0.67,0,,1,1,1,奈良県,8.0,1,0,1,0,0,0,3,0,0,0,0,3,0,2,0,1,0,2,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2018-06-09,No:201900300001145,登録なし, ,2018-06-09 20:36:00,1,380,1.069828722002635,166.9,00000000297,ドリンク,〆,お茶漬け,No,1,1.069828722002635,0.4, ,000000019,掘りごたつ7,2018-06-09 21:32:00,2018-06-09 20:36:00,727,9917,1.165046396079588,3070.3,0,3,2,1,003,大和乃山賊,0,9917,土,17,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,2.0,"男 : 1人, 女 : 2人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,56,0,,,0,0.33,0,,1,1,1,奈良県,8.0,1,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001146,登録なし, ,2018-06-09 20:41:00,1,380,1.2008298755186722,166.9,00000000297,ドリンク,ビール,いいちこ,Yes,1,1.119047619047619,0.4, ,000000006,カウンター6,2018-06-09 22:00:00,2018-06-09 20:41:00,756,10266,1.2232578438958523,4249.9,0,2,1,1,003,大和乃山賊,10266,0,土,16,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,2.0,"男 : 1人, 女 : 1人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,79,0,,,0,0.5,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,5
2018-06-09,No:201900300001147,登録なし, ,2018-06-09 21:34:00,1,280,1.4286917462099946,146.9,00000000297,ドリンク,ビール,どぶろく,No,1,1.467741935483871,0.4, ,000000016,掘りごたつ4,2018-06-09 23:10:00,2018-06-09 21:34:00,876,11926,1.5378887898690343,3914.1,0,2,0,2,003,大和乃山賊,0,11926,土,19,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 2人, 女 : 0人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,96,0,,,0,1.0,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,2,1,1,2,0,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0
2018-06-09,No:201900300001148,登録なし, ,2018-06-09 22:04:00,1,380,1.5289348533868456,166.9,00000000297,ドリンク,とり刺身,こん刺し,No,1,1.5680473372781065,0.4, ,000000004,カウンター4,2018-06-09 23:39:00,2018-06-09 22:04:00,426,5786,1.7061461338162538,2526.6,0,1,0,1,003,大和乃山賊,5786,0,土,7,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,1.0,"男 : 1人, 女 : 0人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,95,0,,,0,1.0,0,,1,1,1,奈良県,8.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2018-06-09,No:201900300001149,登録なし, ,2018-06-09 22:24:00,1,380,1.318867924528302,166.9,00000000297,フード,付き出し,グレープフルーツジュース,Yes,1,1.6105263157894736,0.4, ,000000006,カウンター6,2018-06-09 23:01:00,2018-06-09 22:24:00,187,2547,1.1672651814000365,1054.4,0,1,0,1,003,大和乃山賊,0,2547,土,5,2018,9,6,2,0.0,2400,1700,晴後一時曇,晴一時曇,4.0,"男 : 1人, 女 : 0人",54,23.6,72,2.5,大和乃山賊,土,18.3,28.6,0 days 00:00:00.000000000,37,0,,,0,1.0,0,,1,1,1,奈良県,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
